DateOfDataEntry,Square,Member,SubMember,ToolNumber,RawMaterial,OtherRaw MaterialID,CoreTypology,OverallCortexArea,CortexType,CoreArtifactClass,EvidenceBipolar,NumberCoreFaces,WhichIsPlatform,CoreBlankSphericity,IntendedProduct,CoreSubTypology,ConardUnifiedType,BipolarChronology,DegreeOfKnappingAlongCircumference,OverallScarCount,LengthLongestFlakeScar,MaxLength,MaxWidth,MaxThickness,Mass,OtherNotes,Photograph,FeatureName
12.08.15,P14,CL,CL2,535,Sandstone,,Chunks<2flakescars,11-40%,Cobble,,Inde,,,,Indeterminate,,,,,,,36.52,27.11,25.6,24.26,,No,MOU
12.08.15,P14,CL,CL2,536,Quartzite,,Core>2flakescars,11-40%,Cobble,CompCore,Inde,2,None,SphericalOrCubic,Indeterminate,CoreReducedPiece,Bipolar,NoFH,270-360,,,21.3,11.8,7.44,1.85,,Yes,MOU
12.08.15,P14,CL,CL2,537,Quartz,,Core>2flakescars,0%,,CoreFrag,Inde,4,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,14.11,7.05,5.89,0.73,,Yes,MOU
12.08.15,P14,CL,CL2,156,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,9.89,6.5,2.74,0.2,,Yes,MOU
12.08.15,P14,CL,CL2,157,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,7,,7.96,3.95,2.49,0.08,,Yes,MOU
12.08.15,P14,CL,CL2,158,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,indeterminate,270-360,7,,7.41,4.48,3.07,0.12,,Yes,MOU
12.08.15,P14,CL,CL2,159,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,90-180,7,,6.65,2.93,2.21,0.06,chilled,Yes,MOU
12.08.15,P14,CL,CL2,160,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,5.13,4.48,2.33,0.05,,Yes,MOU
12.08.15,P14,CL,CL2,161,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,7.31,7.37,3.55,0.18,,No,MOU
12.10.15,P14,CL,CL3,576,Chalcedony,,Core>2flakescars,0%,,CoreFrag,Yes,1,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,180-270,,,12.41,5.13,3.64,0.28,chilled,Yes,
12.10.15,P14,CL,CL3,577,CrystallineQuartz,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,Indeterminate,None,SphericalOrCubic,Flake,CoreReducedPiece,Bipolar,NoFH,270-360,,,11.52,8.9,3.94,0.39,,No,
12.10.15,P14,CL,CL3,578,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,3,None,SphericalOrCubic,Flake,CoreReducedPiece,Bipolar,NoFH,270-360,,,13.02,7.59,4.13,0.48,,Yes,
12.10.15,P14,CL,CL3,579,CrystallineQuartz,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,Indeterminate,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,11.54,5.34,4.74,0.35,shows signs of damage at tip,Yes,
12.10.15,P14,CL,CL3,580,Chalcedony,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,Indeterminate,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,13.48,5.42,5.52,0.33,,No,
12.11.15,P14,CL,CL3,600,Chalcedony,,Core>2flakescars,0%,,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,AfterFH,270-360,,,13.82,9.11,6.51,0.95,face 2 shows a pre FH flaking surface,Yes,
12.11.15,P14,CL,CL3,601,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,CoreReducedPiece,Bipolar,NoFH,180-270,,,19.89,13.44,7.38,2.08,,No,
12.10.15,P14,CL,CL3,258,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,10.01,4.71,3.51,0.16,,No,
12.10.15,P14,CL,CL3,259,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,10.38,4.86,3.48,0.17,,No,
12.10.15,P14,CL,CL3,260,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,10.77,6.29,3.21,0.2,,No,
12.10.15,P14,CL,CL3,261,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,6,,5,5.55,2.14,0.09,,No,
12.10.15,P14,CL,CL3,262,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,9.03,4.12,2.58,0.11,,No,
12.10.15,P14,CL,CL3,263,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,6,,6.94,4.35,7.16,0.28,,No,
12.10.15,P14,CL,CL3,264,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,5,,8.58,4.77,2.43,0.1,,No,
12.10.15,P14,CL,CL3,265,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,90-180,5,,6.95,3.37,2.3,0.06,chilled,No,
12.10.15,P14,CL,CL3,266,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,7.26,4.21,3.72,0.1,,Yes,
12.10.15,P14,CL,CL3,267,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,11.21,3.31,2.93,0.18,,No,
12.10.15,P14,CL,CL3,268,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,10.52,2.52,2.37,0.08,,No,
12.10.15,P14,CL,CL3,269,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,8.68,4.08,1.73,0.06,,No,
12.10.15,P14,CL,CL3,270,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,7.34,5.36,2.18,0.09,,No,
12.10.15,P14,CL,CL3,271,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,3,,7.23,2.55,2.55,0.05,,Yes,
12.10.15,P14,CL,CL3,272,CrystallineQuartz,,Core>2flakescars,1-9%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,90-180,4,,10.04,5.24,2.13,0.16,,No,
12.11.15,P14,CL,CL3,301,Chalcedony,,Core>2flakescars,11-40%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,9,,9.13,7.18,5.82,0.43,,Yes,
12.11.15,P14,CL,CL3,304,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,7,,13.88,4.06,2.94,0.18,,No,
12.11.15,P14,CL,CL3,305,HeterogenousChert,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,7,,10.18,4.7,4.25,0.18,,No,
12.10.15,P14,CL,CL3,250,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,0,,12.4,5.95,3.76,0.27,,No,AF5
12.10.15,P14,CL,CL3,251,Chalcedony,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,11.74,5.47,2.11,0.16,,Yes,AF5
12.10.15,P14,CL,CL3,252,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,7.62,4.75,3.25,0.14,,No,AF5
12.10.15,P14,CL,CL3,253,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,8.51,4.08,2.66,0.13,,No,AF5
12.10.15,P14,CL,CL3,254,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,90-180,5,,7.26,4.85,2.53,0.09,chilled,No,AF5
12.10.15,P14,CL,CL3,255,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,3,,9.61,6.23,3.68,0.26,,No,AF5
12.10.15,P14,CL,CL3,256,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,7.07,2.83,2.68,0.05,,No,AF5
12.10.15,P14,CL,CL3,257,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.9,2.23,1.51,0.04,,No,AF5
12.10.15,P14,CL,CL3,563,Quartz,,Chunks<2flakescars,11-40%,Outcrop,,No,,,,Indeterminate,,,,,,,16.8,11.2,9.16,0.94,,No,BBG
12.10.15,P14,CL,CL3,564,Quartz,,Chunks<2flakescars,41-60%,Outcrop,,Yes,,,,Indeterminate,,,,,,,26.84,15.56,20.54,7.47,,No,BBG
12.10.15,P14,CL,CL3,565,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,11.67,6.47,3.7,0.26,,No,BBG
12.10.15,P14,CL,CL3,566,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,11.62,5.46,2.93,0.18,,No,BBG
12.11.15,P14,CL,CL3,591,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,CoreReducedPiece,Bipolar,AfterFH,180-270,,,34.84,24.7,16.38,12.85,shows bp after fh,Yes,BBG
12.11.15,P14,CL,CL3,592,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,Indeterminate,Indeterminate,SphericalOrCubic,Flake,CoreReducedPiece,Bipolar,NoFH,270-360,,,15.7,11.41,11.52,1.84,,No,BBG
12.11.15,P14,CL,CL3,593,Quartz,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,17.54,7.97,6.65,1.03,,No,BBG
12.11.15,P14,CL,CL3,594,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,14.77,9.08,5.3,0.78,,Yes,BBG
12.11.15,P14,CL,CL3,595,CrystallineQuartz,,Core>2flakescars,41-60%,Outcrop,CompCore,Yes,Indeterminate,Indeterminate,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,13.41,8.06,6.64,1.03,great eg of early stage crystal bp,Yes,BBG
12.11.15,P14,CL,CL3,596,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,13.34,10.77,8.04,1.15,,Yes,BBG
12.11.15,P14,CL,CL3,597,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,Flake,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,16.62,8.47,2.77,0.45,,No,BBG
12.11.15,P14,CL,CL3,598,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,11.93,7,5.14,0.36,,No,BBG
12.11.15,P14,CL,CL3,599,CrystallineQuartz,,Chunks<2flakescars,61-90%,Outcrop,,Yes,,,,Flake,,,,,,,18.37,11.83,7.78,2,great eg of early stage crystal bp,Yes,BBG
12.11.15,P14,CL,CL3,287,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,12.09,4.74,2.95,0.21,,No,BBG
12.11.15,P14,CL,CL3,288,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,10.53,4.96,3.08,0.18,,No,BBG
12.11.15,P14,CL,CL3,289,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,180-270,5,,12.54,4.32,4.55,0.24,,No,BBG
12.11.15,P14,CL,CL3,290,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,6.67,7.24,3.2,0.16,,Yes,BBG
12.11.15,P14,CL,CL3,291,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,9,,10.92,4.96,5.56,0.37,,No,BBG
12.11.15,P14,CL,CL3,292,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,10.06,4.49,3.08,0.21,,Yes,BBG
12.11.15,P14,CL,CL3,293,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,8.62,6.26,4.33,0.31,distal tip,No,BBG
12.11.15,P14,CL,CL3,294,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,6.99,6.27,2.24,0.11,,Yes,BBG
12.11.15,P14,CL,CL3,295,CrystallineQuartz,,Core>2flakescars,41-60%,,CoreFrag,Yes,,,NotSphericalFlat,,RiceGrainCore,,NoFH,90-180,4,,7.77,4.22,2.66,0.09,chilled,No,BBG
12.11.15,P14,CL,CL3,296,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,3,,8.67,6.12,3.56,0.15,,No,BBG
12.11.15,P14,CL,CL3,297,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,RiceGrainCore,,NoFH,90-180,5,,8.21,3.51,2.49,0.07,chilled,No,BBG
12.11.15,P14,CL,CL3,298,Chalcedony,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,RiceGrainCore,,NoFH,90-180,5,,6.95,3.11,2.47,0.06,chilled,Yes,BBG
12.11.15,P14,CL,CL3,299,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,3,,7.38,3.37,1.78,0.06,beautiful eg of crystal rice grain,Yes,BBG
12.11.15,P14,CL,CL3,302,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,7,,14.15,5.45,3.23,0.31,,No,BBG
12.10.15,P14,CL,CL3,235,CrystallineQuartz,,Chunks<2flakescars,0%,,,Yes,,,,,,,NoFH,90-180,4,,6.95,5.66,3.25,0.13,chilled,No,MA
12.10.15,P14,CL,CL3,236,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,0,,7,7.31,2.44,0.13,,No,MA
12.10.15,P14,CL,CL3,237,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,6,,8.42,6.37,4.65,0.2,,No,MA
12.10.15,P14,CL,CL3,213,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,6,,8.96,5.47,3.32,0.18,,No,BG
12.10.15,P14,CL,CL3,214,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,10.18,5.16,2.55,0.15,,No,BG
12.10.15,P14,CL,CL3,215,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,10.1,4.86,3.47,0.15,,No,BG
12.10.15,P14,CL,CL3,216,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,9.37,4.96,2.47,0.09,,No,BG
12.10.15,P14,CL,CL3,217,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,7,,9.82,8.27,5.34,0.35,,Yes,BG
12.10.15,P14,CL,CL3,218,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,8.27,5.41,4.39,0.17,,No,BG
12.10.15,P14,CL,CL3,219,CrystallineQuartz,,Chunks<2flakescars,61-90%,,,Yes,,,,,,,NoFH,0-90,6,,7.71,5.03,3.58,0.17,nice eg of crystal cortex and bp,Yes,BG
12.10.15,P14,CL,CL3,220,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,0,,7.25,3.32,2.24,0.05,perfect rice grain,Yes,BG
12.10.15,P14,CL,CL3,221,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,Radialcore,,indeterminate,270-360,4,,6.03,6.61,1.94,0.08,seems like radial flaking oin one side and bp on the other,Yes,BG
12.10.15,P14,CL,CL3,222,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,7,,8.19,7.32,3.01,0.17,,No,BG
12.10.15,P14,CL,CL3,223,Quartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,5,,9.35,5.25,3.74,0.18,,No,BG
12.10.15,P14,CL,CL3,224,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,9.71,2.56,3.02,0.07,,No,BG
12.10.15,P14,CL,CL3,225,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,4,,9.82,6.46,3.22,0.25,,No,BG
12.10.15,P14,CL,CL3,226,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,6.79,3.52,2.03,0.06,,No,BG
12.10.15,P14,CL,CL3,227,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,8.29,3.03,3.22,0.09,,No,BG
12.10.15,P14,CL,CL3,228,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,4.3,4.49,3.12,0.06,good eg of fractured distal rice grain tip,Yes,BG
12.11.15,P14,CL,CL3,300,Chalcedony,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,9,,10.8,9.03,2.8,0.32,,Yes,BG
12.10.15,P14,CL,CL3,567,Sandstone,,Chunks<2flakescars,11-40%,Outcrop,,Yes,,,,Indeterminate,,,,,,,28.11,20.33,12.32,5.26,,No,BG2
12.10.15,P14,CL,CL3,568,Quartz,,Chunks<2flakescars,0%,,,No,,,,Flake,,,,,,,16.21,15.84,10.35,2.02,,No,BG2
12.10.15,P14,CL,CL3,569,Quartz,,Core>2flakescars,0%,,CompCore,No,3,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,12.54,8.53,5.43,0.75,evidence for some kind of holding device at base (hollowed out concavity),Yes,BG2
12.10.15,P14,CL,CL3,570,CrystallineQuartz,,Core>2flakescars,1-9%,Outcrop,CompCore,No,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,9.77,9.2,2.95,0.38,,Yes,BG2
12.10.15,P14,CL,CL3,571,Quartz,,Chunks<2flakescars,11-40%,Outcrop,CoreFrag,Yes,,,,BladeBladelet,,,,,,,16.38,5.62,4.18,0.46,chilled,No,BG2
12.10.15,P14,CL,CL3,238,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,8.05,4.95,3.47,0.15,,No,BG2
12.10.15,P14,CL,CL3,239,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,8,,5.79,5.44,2.59,0.08,,No,BG2
12.10.15,P14,CL,CL3,240,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,RiceGrainCore,,NoFH,270-360,4,,8.53,5.04,3.8,0.17,,No,BG2
12.10.15,P14,CL,CL3,241,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,Irregularcore,,NoFH,270-360,5,,11.07,6.88,6.09,0.45,,No,BG2
12.10.15,P14,CL,CL3,242,CrystallineQuartz,,Core>2flakescars,11-40%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,5,,8.27,4.48,3.24,0.15,,No,BG2
12.10.15,P14,CL,CL3,243,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,6.88,7.29,2.5,0.17,,No,BG2
12.10.15,P14,CL,CL3,244,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,7,,7.05,6.82,1.72,0.08,,No,BG2
12.10.15,P14,CL,CL3,245,CrystallineQuartz,,Core>2flakescars,1-9%,,CoreFrag,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.28,4.26,2.54,0.11,chilled,No,BG2
12.10.15,P14,CL,CL3,246,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,RiceGrainCore,,NoFH,270-360,4,,7.18,4.85,4.14,0.15,,No,BG2
12.10.15,P14,CL,CL3,247,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,6.11,5.76,3.04,0.12,,No,BG2
12.10.15,P14,CL,CL3,248,CrystallineQuartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,RiceGrainCore,,NoFH,90-180,6,,7.27,3.56,2.92,0.09,,No,BG2
12.10.15,P14,CL,CL3,249,Chalcedony,,Chunks<2flakescars,41-60%,,,Yes,,,,,,,NoFH,90-180,5,,9.88,5.28,4.32,0.22,,Yes,BG2
12.11.15,P14,CL,CL3,303,CrystallineQuartz,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,CoreReducedPiece,,NoFH,270-360,7,,7.6,7.72,2.34,0.19,,No,BG2
12.10.15,P14,CL,CL3,562,Quartz,,Chunks<2flakescars,41-60%,Outcrop,,Yes,,,,Indeterminate,,,,,,,13.25,7.28,6.49,0.58,,No,BP
12.10.15,P14,CL,CL3,572,Silcrete,,Chunks<2flakescars,1-9%,Outcrop,,Yes,,,,Flake,,,,,,,38.19,23.49,9.82,10.22,,No,BP
12.10.15,P14,CL,CL3,573,CrystallineQuartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,3,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,15.14,7.53,5.03,0.68,,Yes,BP
12.10.15,P14,CL,CL3,574,Chalcedony,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,Flake,BladeBladelet,CoreReducedPiece,Bipolar,NoFH,180-270,,,22.56,8.97,5.53,1.03,,Yes,BP
12.10.15,P14,CL,CL3,575,Quartz,,Chunks<2flakescars,11-40%,Outcrop,CompCore,Yes,Indeterminate,None,Flake,Flake,CoreReducedPiece,Bipolar,NoFH,180-270,,,13.98,4.59,3.61,0.26,,No,BP
12.10.15,P14,CL,CL3,229,FineChert,,Core>2flakescars,1-9%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,5,,11.69,6.23,3.3,0.27,,Yes,BP
12.10.15,P14,CL,CL3,230,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,RiceGrainCore,,NoFH,90-180,5,,7.76,3.68,2.17,0.07,chilled,No,BP
12.10.15,P14,CL,CL3,231,Quartz,,Core>2flakescars,0%,,CoreFrag,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,90-180,4,,7.24,7.34,2.46,0.17,chilled,No,BP
12.10.15,P14,CL,CL3,232,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,4,,6.12,4.9,2.81,0.09,,No,BP
12.10.15,P14,CL,CL3,233,CrystallineQuartz,,Core>2flakescars,0%,,CompCore,Yes,,,NotSphericalFlat,,FlatBladeletCore,,NoFH,270-360,6,,8.19,5.19,2.46,0.11,,No,BP
12.10.15,P14,CL,CL3,234,Quartz,,Core>2flakescars,0%,,CompCore,Yes,,,SphericalOrCubic,,CoreReducedPiece,,NoFH,270-360,8,,5.31,4.62,2.54,0.05,,Yes,BP
12.10.15,P14,CL,CL3,581,Quartz,,Core>2flakescars,0%,,CompCore,Yes,Indeterminate,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,19.48,8.73,6.52,0.94,,No,MA
12.10.15,P14,CL,CL3,582,Quartz,,Core>2flakescars,1-9%,Outcrop,CompCore,Yes,Indeterminate,None,SphericalOrCubic,BladeBladelet,RiceGrainCore,Bipolar,NoFH,270-360,,,16.5,6.43,5.71,0.47,,No,MA
12.10.15,P14,CL,CL3,583,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,3,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,15.69,7.27,3.69,0.47,,No,MA
12.10.15,P14,CL,CL3,584,Quartz,,Core>2flakescars,11-40%,Outcrop,CompCore,Yes,2,None,SphericalOrCubic,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,18.66,7.93,5.78,0.64,,No,MA
12.10.15,P14,CL,CL3,585,Quartz,,Core>2flakescars,0%,,CompCore,Yes,2,None,NotSphericalFlat,BladeBladelet,FlatBladeletCore,Bipolar,NoFH,270-360,,,14.68,12.03,5.75,0.67,,Yes,MA
