DateOfDataEntry,Square,Member,SubMember,Feature,ToolNumber,RawMaterial,OtherRaw MaterialID,LithicArtifactClass,HeatTreated,RetouchedPieceBlank,Completeness,CoreHammerCompleteness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,CortexType,DorsalScarCount,FlakeInitiation,FlakeTermination,PlatformPrep,DorsalPrep,PlatAbrasion,EdgeDamage,DiagnosticImpactFractures,RetouchType,UtilizationLocation,UtilizationFace,RetouchedPieceTypology,DeaconRetouchedPieceTypology,ScraperTypology,BackedToolTypology,AdzeToolTypology,SpokeshaveToolTypology,PointedToolTypology,UnifacialPointToolTypology,BifacialPointToolTypology,GroundStoneTypology,BoredstoneTypology,GroovedstoneTypology,GroundstoneaxeTypology,PeckedandgroundTypology,FlakedandgroundTypology,TechLength,MaxTechWidth,MidThickness,PlatformWidth,PlatformThickness,Mass,Notes,Photograph,Bladelet,Stage
14/07/2023,P13,CL,CL3,AF5,606,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Axial,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,10.69,7.15,5.88,5.47,6.83,0.54,,No,,Main
14/07/2023,P13,CL,CL3,AF5,607,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,3,Bending,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.01,5.68,4.01,7.51,8.06,0.53,,No,,Main
14/07/2023,P13,CL,CL3,AF5,608,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Outcrop,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,20.48,8.64,3.54,6.21,5.89,0.85,,No,,Main
14/07/2023,P13,CL,CL3,AF5,609,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Feather,NotPrepared,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,18.46,5.9,5.94,3.77,3.96,0.67,,No,,Main
14/07/2023,P13,CL,CL3,AF5,611,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Cobble,2,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,16.85,7.13,6.03,6.52,2.61,0.66,,No,,Main
14/07/2023,P13,CL,CL3,AF5,612,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,ResidualFacetWithoutBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,15.27,4.56,3.75,2.81,2.63,0.24,,No,,Main
14/07/2023,P13,CL,CL3,AF5,613,Sandstone,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,35.48,23.93,10.05,20.23,9.65,9.83,,No,,Main
14/07/2023,P13,CL,CL3,AF5,615,Sandstone,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,2,Hertzian,Feather,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,30.37,41.5,10.8,50.37,11.45,16.49,,No,,Main
14/07/2023,P13,CL,CL3,AF5,616,Sandstone,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,17.21,12.08,5.89,10.39,5.02,1.69,,No,,Main
14/07/2023,P13,CL,CL3,AF5,617,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,17.05,19.35,14.92,20.66,15.56,5.88,,No,,Main
14/07/2023,P13,CL,CL2,N/A,619,FineChert,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,2,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,10.4,10.91,1.93,4.17,1.85,0.21,,No,,Main
14/07/2023,P13,CL,CL2,N/A,620,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,Cobble,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,17.83,6.36,2.98,3.12,2.09,0.36,,No,,Main
14/07/2023,P13,CL,CL2,N/A,622,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,24.72,13.18,3.62,5.01,1.6,1.3,,Yes,,Main
14/07/2023,P13,CL,CL2,N/A,623,Chalcedony,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,13.6,5.13,1.2,4.01,1.79,0.17,bladelet,No,Yes,Main
17/07/2023,P13,CL,CL2,N/A,624,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,ResidualFacetWithoutBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,10.15,5.87,2.03,3.3,2.81,0.13,,No,,Main
17/07/2023,P13,CL,CL2,N/A,625,Chalcedony,,Utilized,No,,Complete,,Yes,B1,0%,No,,,1,,,ResidualFacetWithoutBulb,None,Yes,No,,,Distal,both,,,,,,,,,,,,,,,,13.39,5.26,2.02,2.16,1.09,0.16,bladelet,Yes,Yes,Main
17/07/2023,P13,CL,CL1,N/A,626,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,5,Hertzian,Hinge,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,43.83,41.28,16.66,32.37,9.12,32.08,,No,,Main
17/07/2023,P13,CL,CL1,N/A,631,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,15.88,18.88,5.65,9.22,2.96,1.46,,No,,Main
17/07/2023,P13,CL,CL1,N/A,633,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,3,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,41.56,28.95,7.12,7.76,5.17,8.28,,Yes,,Main
17/07/2023,P13,CL,CL1,N/A,634,Sandstone,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,3,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,19.28,15.23,3.98,7.57,3.24,1.27,,No,,Main
17/07/2023,P13,CL,CL1,N/A,637,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,FacetedWithBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,9.79,11.53,2.38,5.2,1.42,0.32,,No,,Main
17/07/2023,P13,CL,CL1,N/A,638,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,1,Hertzian,Crushed,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,7.54,14.78,2.33,7.07,2.23,0.27,,No,,Main
17/07/2023,P13,CL,CL1,N/A,640,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,1,Hertzian,Hinge,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.47,9.46,1.75,6.64,1.76,0.34,,No,,Main
17/07/2023,P13,CL,CL1,N/A,641,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,YesComplete,,Outcrop,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.39,9.72,2.97,9.22,3.74,0.46,,No,,Main
17/07/2023,P13,CL,CL1,N/A,642,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Bending,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,10.5,7.06,1.45,6.86,1.19,0.11,,No,,Main
17/07/2023,P13,CL,CL1,N/A,644,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.6,5.45,2.82,5.48,4.18,0.24,,No,,Main
17/07/2023,P13,CL,CL1,N/A,646,Hornfels,Hornfels,RetouchedPiece,No,Flake,Complete,,No,B1,0%,No,,,5,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,NotchDenticulate,LeftLateral,ventral,NotchedPiece,MRP,,,,,,,,,,,,,,25.25,25.95,6.37,7.75,2.41,3.26,,Yes,,Main
17/07/2023,P13,CL,CL1,N/A,649,Sandstone,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,0,Wedging,Axial,ResidualFacetWithoutBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,15.98,16.89,5,7.8,4.9,1.78,,No,,Main
17/07/2023,P13,CL,CL1,N/A,651,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,15.3,12.27,5.08,16.11,5.75,1.13,,No,,Main
17/07/2023,P13,CL,CL1,N/A,652,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,FacetedWithBulb,None,No,Yes,None,,,,,,,,,,,,,,,,,,,27.33,20.15,9.49,23.33,9.26,6.22,,No,,Main
17/07/2023,P13,CL,CL1,N/A,654,CoarseChert,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,13.83,7.95,3.89,4.25,3.74,0.45,,No,,Main
17/07/2023,P13,CL,CL1,N/A,655,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.14,3.78,3.53,2.91,2.46,0.17,bladelet,Yes,Yes,Main
17/07/2023,P13,CL,CL2,N/A,658,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,8.53,2.73,1.97,1.79,1.45,0.05,,No,,Main
17/07/2023,P13,CL,CL2,AF4,663,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Wedging,Feather,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,14.53,13.14,4.63,11.13,4.83,1.05,,No,,Main
17/07/2023,P13,CL,CL2,AF4,665,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,1,Wedging,Axial,ResidualFacetWithoutBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,13.53,8.66,4.55,4.85,3.56,0.63,,No,,Main
17/07/2023,P13,CL,CL2,AF4,667,FineChert,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.78,7.86,6.72,7.23,6.94,0.84,,No,,Main
17/07/2023,P13,CL,CL2,AF4,668,CoarseChert,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,17.36,11.01,6.17,6.98,4.58,1.4,,No,,Main
17/07/2023,P13,CL,CL2,AF4,669,Sandstone,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,1,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.48,19.69,6.49,19.74,8.42,2.02,,No,,Main
17/07/2023,P13,CL,CL2,AF4,670,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,11.61,8.49,2.76,7.26,1.56,0.31,,No,,Main
17/07/2023,P13,CL,CL2,AF4,671,CoarseChert,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,21.52,9.59,4.73,6.29,1.74,0.92,,No,,Main
17/07/2023,P13,CL,CL2,AF4,672,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,33.62,48.95,6.97,47.7,8.73,14.55,,No,,Main
17/07/2023,P13,CL,CL2,AF4,673,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Cobble,2,Wedging,Bipolar,ResidualFacetWithoutBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,37.94,80.31,13,77.49,17.42,58.48,,No,,Main
17/07/2023,P13,CL,CL2,AF4,674,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,LongFeatherRemovals,No,No,,,,,,,,,,,,,,,,,,,,58.23,37.89,16.77,32.5,11.2,34.22,,No,,Main
17/07/2023,P13,CL,CL2,AF4,676,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,25.07,18.69,5.51,11.01,5.81,2.52,,No,,Main
17/07/2023,P13,CL,CL2,AF4,677,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,23.35,20.15,8.34,9.96,4.92,4.18,,No,,Main
17/07/2023,P13,CL,CL2,AF4,678,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,FacetedWithBulb,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,20.19,22.83,4.44,11.17,2.92,2.02,,No,,Main
17/07/2023,P13,CL,CL2,AF4,679,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,39.65,24.25,6.91,13.98,3.53,6.65,,Yes,,Main
17/07/2023,P13,CL,CL2,AF4,680,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Hertzian,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.54,16.47,4.16,10.89,3.12,0.83,,No,,Main
17/07/2023,P13,CL,CL2,AF4,681,Sandstone,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,33.11,44.74,7.71,27.06,8.13,13.54,,No,,Main
17/07/2023,P13,CL,CL2,AF4,682,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Step,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,73.94,46.82,8.34,15.49,3.18,40.35,,No,,Main
17/07/2023,P13,CL,CL2,AF4,683,Hornfels,Hornfels,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Bending,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,22.03,12.9,3.3,7.84,3.95,1.17,,No,,Main
17/07/2023,P13,CL,CL2,AF4,684,Hornfels,Hornfels,CompFlake,No,,Complete,,No,B1,0%,No,,,1,Bending,Feather,ResidualFacetWithoutBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,16.8,12.33,2.95,7.16,2.54,0.62,,No,,Main
17/07/2023,P13,CL,CL2,AF4,685,Hornfels,Hornfels,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,5,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,29.67,27.73,5.15,23.99,6.07,5.61,,No,,Main
17/07/2023,P13,CL,CL2,AF4,686,Sandstone,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,13.29,14.02,3.11,8.62,3.72,0.68,,No,,Main
17/07/2023,P13,CL,CL2,AF4,687,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,ResidualFacetWithoutBulb,LongFeatherRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,11.64,6.88,3.6,5.17,3.04,0.31,,No,,Main
18/07/2023,P13,CL,CL2,AF4,690,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.06,7.66,2.96,3.14,1.16,0.24,,No,,Main
18/07/2023,P13,CL,CL2,AF4,694,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Crushed,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,10.97,4.79,2.2,1.69,2.66,0.13,bladelet,Yes,Yes,Main
18/07/2023,P13,CL,CL2,AF4,695,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Hertzian,Splintered,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,10.51,4.88,1.44,3.48,1.3,0.1,bladelet,Yes,Yes,Main
18/07/2023,P13,CL,CL2,AF4,698,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,20.37,10.1,3.16,11.2,3.64,0.75,bladelet,Yes,Yes,Main
18/07/2023,P13,CL,CL4,GG2,701,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,12.27,15.68,2.58,6.51,2.2,0.85,,No,,Main
18/07/2023,P13,CL,CL4,GG2,702,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,7.92,10.07,2.44,4.79,1.86,0.25,,No,,Main
18/07/2023,P13,CL,CL4,AF1,703,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.59,13.82,3.34,9.04,2.98,0.72,,No,,Main
18/07/2023,P13,CL,CL4,AF1,704,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Outcrop,1,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.43,7.49,1.88,7.21,3.14,0.21,,No,,Main
18/07/2023,P13,CL,CL4,base,706,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Axial,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,23.25,17.74,6.47,3.71,2.15,2.25,,No,,Main
18/07/2023,P13,CL,CL4,GGG,709,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,YesPartial,,Cobble,3,Hertzian,Feather,FacetedWithBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,26.34,25.87,9.31,25.67,13.66,7.05,,No,,Main
18/07/2023,P13,CL,CL4,GGG,710,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,5,Hertzian,Feather,FacetedWithBulb,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,16.28,22.2,4.97,15.47,4.2,2.02,,Yes,,Main
18/07/2023,P13,CL,CL4,GGG,711,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,YesPartial,,Outcrop,2,Hertzian,Feather,NotPrepared,LongFeatherRemovals,No,No,,,,,,,,,,,,,,,,,,,,12.15,19.2,2.16,18.29,4.12,0.75,,No,,Main
18/07/2023,P13,CL,CL4,GGG,712,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,3,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.34,29.5,11.16,26.37,11.67,5.01,,No,,Main
18/07/2023,P13,CL,CL4,GGG,713,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Outcrop,3,Wedging,Feather,ResidualFacetWithoutBulb,None,No,Yes,None,,,,,,,,,,,,,,,,,,,23.18,19.76,7.03,8.2,6.58,3.28,,No,,Main
18/07/2023,P13,CL,CL4,GGG,714,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,YesPartial,,Cobble,2,Hertzian,Feather,FacetedWithBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,12.8,9.74,3.01,11.64,4.4,0.6,,No,,Main
18/07/2023,P13,CL,CL4,GGG,716,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,18.22,8.47,2.55,3.42,1.42,0.47,,No,,Main
18/07/2023,P13,CL,CL4,YP,719,Hornfels,Hornfels,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Cobble,4,Bending,Feather,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,35.88,15.95,9.43,8.77,4.02,6.33,,No,,Main
18/07/2023,P13,CL,CL4,YP,720,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Hertzian,Bipolar,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,12.47,9.34,3.05,6.79,2.95,0.49,,No,,Main
18/07/2023,P13,CL,CL4,YP,721,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Hertzian,Splintered,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,10.61,7.41,1.59,4.59,1.79,0.14,,No,,Main
18/07/2023,P13,CL,CL4,AF8,723,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,FacetedWithBulb,None,No,No,,,,,,,,,,,,,,,,,,,,29.56,15.08,7.81,10.3,7.83,3.59,,No,,Main
18/07/2023,P13,CL,CL4,AF8,724,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.76,8.43,1.58,4.16,1.44,0.23,,No,,Main
18/07/2023,P13,CL,CL4,AF8,725,FineChert,,RetouchedPiece,Yes,Flake,Complete,,No,B1,0%,No,,,2,Hertzian,Crushed,NotPrepared,HingedRemovals,Yes,Yes,None,MarginalEdgeShaping,Distal,dorsal,NotchedPiece,MRP,,,,,,,,,,,,,,16.63,22.28,6.05,19.07,4.22,2.31,,Yes,,Main
18/07/2023,P13,CL,CL4,N/A,727,Hornfels,Hornfels,CompFlake,Yes,,Complete,,No,B1,0%,YesComplete,,Cobble,4,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,28.84,23.57,6.52,11.97,5.29,5.89,,No,,Main
18/07/2023,P13,CL,CL4,N/A,728,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,1,Hertzian,Feather,NotPrepared,LongFeatherRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,8.89,11.76,2.11,7.06,1.87,0.21,,No,,Main
18/07/2023,P13,CL,CL4,N/A,729,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.97,12.01,3.2,6.84,2.8,0.65,,No,,Main
18/07/2023,P13,CL,CL4,N/A,730,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,16.88,12.33,5.85,8.8,5.3,1.51,,No,,Main
18/07/2023,P13,CL,CL4,N/A,731,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,15.06,11.3,4.7,7.74,4.64,1.05,,No,,Main
18/07/2023,P13,CL,CL4,N/A,732,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Hertzian,Bipolar,FacetedWithBulb,LongFeatherRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,16.08,12.7,3.01,8.63,4.05,1.18,,No,,Main
18/07/2023,P13,CL,CL4,N/A,733,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Axial,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,10.88,10.73,5,9.85,5.91,0.6,,No,,Main
18/07/2023,P13,CL,CL4,N/A,734,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Bending,Feather,NotPrepared,HingedRemovals,No,Yes,None,,,,,,,,,,,,,,,,,,,12.37,13.45,2.28,13.27,2.66,0.5,,No,,Main
18/07/2023,P13,CL,CL4,N/A,735,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Bipolar,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,12.72,8.81,2.61,7.92,1.45,0.45,,No,,Main
18/07/2023,P13,CL,CL4,N/A,736,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,16.75,10.68,2.47,6.5,2.47,0.49,,No,,Main
18/07/2023,P13,CL,CL4,N/A,737,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,9.96,13.24,1.54,7.92,2.12,0.26,,No,,Main
18/07/2023,P13,CL,CL4,N/A,738,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,8.6,13.83,3.85,8,2.86,0.44,,No,,Main
19/07/2023,P13,CL,CL3,AF5,742,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,0,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,27.15,22.19,5.01,7.27,3.87,2.54,,No,,Main
19/07/2023,P13,CL,CL3,AF5,743,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,5,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,14.01,15.73,5.89,6.71,3.92,1.39,,No,,Main
19/07/2023,P13,CL,CL3,AF5,746,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,13.45,10.03,4.8,7.64,2.01,0.68,,No,,Main
19/07/2023,P13,CL,CL3,AF5,749,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Bipolar,ResidualFacetWithoutBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,13.49,4.5,4.84,1.38,5.82,0.29,,No,,Main
19/07/2023,P13,CL,CL3,AF5,750,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Bipolar,ResidualFacetWithoutBulb,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,10.61,9.32,3.34,5.75,2.19,0.32,,No,,Main
19/07/2023,P13,CL,CL3,AF5,751,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,1,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,8.03,10.49,2.79,6.3,3.07,0.32,,No,,Main
