DateOfDataEntry,Square,Member,SubMember,Feature,ToolNumber,RawMaterial,OtherRaw MaterialID,LithicArtifactClass,HeatTreated,RetouchedPieceBlank,Completeness,CoreHammerCompleteness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,CortexType,DorsalScarCount,FlakeInitiation,FlakeTermination,PlatformPrep,DorsalPrep,PlatAbrasion,EdgeDamage,DiagnosticImpactFractures,RetouchType,UtilizationLocation,UtilizationFace,RetouchedPieceTypology,DeaconRetouchedPieceTypology,ScraperTypology,BackedToolTypology,AdzeToolTypology,SpokeshaveToolTypology,PointedToolTypology,UnifacialPointToolTypology,BifacialPointToolTypology,GroundStoneTypology,BoredstoneTypology,GroovedstoneTypology,GroundstoneaxeTypology,PeckedandgroundTypology,FlakedandgroundTypology,TechLength,MaxTechWidth,MidThickness,PlatformWidth,PlatformThickness,Mass,Notes,Photograph,Bladelet,Stage
14/07/2023,P13,CL,CL3,AF5,605,VeinQuartz,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,RightLateral,Cobble,2,Wedging,Axial,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,16.75,15.37,10.38,9.73,9.24,3.22,,Yes,,Initial
17/07/2023,P13,CL,CL1,N/A,636,Sandstone,,CompFlake,No,,Complete,,Yes,A3,41-60%,YesComplete,Proximal,Cobble,1,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,22.41,47.94,8.3,15.97,4.95,7.22,,No,,Initial
17/07/2023,P13,CL,CL2,AF4,659,VeinQuartz,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,RightLateral,Outcrop,1,Wedging,Splintered,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,28.52,13.93,10.18,13.91,17.79,8.04,,No,,Initial
17/07/2023,P13,CL,CL2,AF4,661,VeinQuartz,,CompFlake,No,,Complete,,Yes,A3,61-90%,No,RightLateral,Cobble,2,Wedging,Feather,ResidualFacetWithoutBulb,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,12.32,17.45,4.68,9.58,3.43,0.88,,No,,Initial
17/07/2023,P13,CL,CL2,AF4,662,VeinQuartz,,CompFlake,No,,Complete,,Yes,A3,61-90%,No,WholeDorsal,Outcrop,2,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,21.67,8.69,5.32,4.85,3.72,1.39,,No,,Initial
17/07/2023,P13,CL,CL2,AF4,688,VeinQuartz,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,RightLateral,Outcrop,1,Wedging,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.71,6.98,2.66,3.44,1.59,0.28,,No,,Initial
18/07/2023,P13,CL,CL4,GG2,699,Quartzite,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,RightLateral,Cobble,1,Wedging,Feather,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,14.56,9.17,3.02,8.73,4.38,0.51,,No,,Initial
18/07/2023,P13,CL,CL4,base,705,Sandstone,,CompFlake,No,,Complete,,No,A3,61-90%,YesComplete,WholeDorsal,Cobble,1,Hertzian,Feather,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,28.45,32.85,7.87,30.37,6.7,9.17,,No,,Initial
18/07/2023,P13,CL,CL4,GGG,715,Silcrete,,CompFlake,Yes,,Complete,,No,A3,41-60%,No,Distal,Outcrop,2,Hertzian,Feather,NotPrepared,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,20.94,18.96,6.64,8.2,3.65,2.76,,No,,Initial
18/07/2023,P13,CL,CL4,GGG,717,CrystalQuartz,,CompFlake,No,,Complete,,No,A3,91-99%,No,WholeDorsal,Outcrop,0,Hertzian,Feather,FacetedWithBulb,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,12.93,16.63,4.66,9.55,5.04,1.06,,No,,Initial
18/07/2023,P13,CL,CL4,N/A,726,Quartzite,,CompFlake,Yes,,Complete,,No,A3,61-90%,No,RightLateral,Cobble,1,Hertzian,Feather,FacetedWithBulb,None,No,No,,,,,,,,,,,,,,,,,,,,37.3,37.13,8.38,28.44,8.31,13.01,,No,,Initial
19/07/2023,P13,CL,CL3,AF5,754,Quartzite,,CompFlake,No,,Complete,,No,A3,61-90%,No,WholeDorsal,Cobble,1,Wedging,Feather,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,13.06,11.14,2.81,5.24,2.41,0.46,,No,,Initial
19/07/2023,P13,CL,CL3,N/A,791,Sandstone,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,RightLateral,Cobble,1,Wedging,Feather,ResidualFacetWithoutBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,37.91,23.64,7.66,15.61,7.41,7.09,,No,,Initial
20/07/2023,P13,CL,CL4,GG2,813,Quartzite,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,LeftLateral,Cobble,1,Wedging,Feather,ResidualFacetWithoutBulb,None,Yes,No,,,,,,,,,,,,,,,,,,,,14.56,6.35,4.12,6.9,3.76,0.41,bladelet,No,Yes,Initial
20/07/2023,P13,CL,CL4,GG2,821,VeinQuartz,,CompFlake,No,,Complete,,Yes,A3,41-60%,No,LeftLateral,Outcrop,2,Wedging,Crushed,NotPrepared,LongFeatherRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,10.78,6.54,4.67,6.22,2.77,0.39,,No,,Initial
20/07/2023,P13,CL,CL4,YP,824,Quartzite,,CompFlake,No,,Complete,,Yes,A3,61-90%,No,LeftLateral,Cobble,1,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,37.54,17.87,8.02,13.56,2.99,6.55,,No,,Initial
20/07/2023,P13,CL,CL4,AF1,840,Sandstone,,CompFlake,No,,Complete,,Yes,A3,41-60%,YesComplete,Proximal,Cobble,2,Wedging,Bipolar,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,50.51,20.64,14.26,10.76,4.15,19.68,,No,,Initial
20/07/2023,O14,CL,CL2,N/A,847,Quartzite,,CompFlake,No,,Complete,,No,A3,91-99%,No,WholeDorsal,Cobble,1,Hertzian,Feather,FacetedWithBulb,None,No,Yes,None,,,,,,,,,,,,,,,,,,,38.19,57.41,15.64,42.02,14.79,34.12,ochre-stained,Yes,,Initial
4/7/2023,O14,CL,CL3,Mousehole,1,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,1,Hertzian,Feather,NotPrepared,HingedRemovals,No,Yes,None,,,,,,,,,,,,,,,,,,,21.67,7.57,2.69,3.44,1.22,0.4,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Mousehole,6,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Feather,NotPrepared,LongFeatherRemovals,No,No,,,,,,,,,,,,,,,,,,,,20.35,9.54,3.26,4.45,2.89,0.69,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Mousehole,7,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,1,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.34,8.22,5.63,7.27,6.04,0.58,,No,,Main
4/7/2023,O14,CL,CL3,Mousehole,8,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Wedging,Feather,ResidualFacetWithoutBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,9.5,5.4,2.09,3.21,2.28,0.12,,No,,Main
4/7/2023,O14,CL,CL3,Mousehole,9,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Outcrop,2,Wedging,Feather,ResidualFacetWithoutBulb,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,10.11,10.29,5.81,4.66,5.12,0.64,,No,,Main
4/7/2023,O14,CL,CL3,Mousehole,10,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,17.2,6.28,1.39,3.03,1.61,0.18,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Mousehole,11,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,17.88,7.77,1.78,5.38,1.75,0.34,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Mousehole,12,Silcrete,,CompFlake,Yes,,Complete,,No,B1,11-40%,No,LeftLateral,Outcrop,1,Bending,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,17.21,7.45,1.72,4.88,0.98,0.23,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Mousel,14,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Outcrop,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.35,15.53,3.17,10.54,3.2,0.59,,No,,Main
4/7/2023,O14,CL,CL3,Mousel,17,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,YesPartial,,Outcrop,3,Hertzian,Hinge,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,11.62,16.43,3.7,13.13,3.16,0.87,,No,,Main
4/7/2023,O14,CL,CL3,Mousel,22,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,33.38,35.23,10.12,9.47,6.66,10.35,,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,24,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,Outcrop,3,Hertzian,Hinge,NotPrepared,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,8.4,9.69,2.54,6.3,1.6,0.25,,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,26,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,1,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,15.06,8.12,3.04,4.51,1.49,0.4,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Muisgat,27,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,9.81,16.72,5.78,18.3,7.49,1.04,,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,28,Chalcedony,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,6,Wedging,Feather,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,10.89,10.93,2.92,3.81,2.07,0.33,patina on dorsal surface,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,30,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Axial,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,13.32,7.17,2.95,5.41,2.26,0.36,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Muisgat,31,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,HingedRemovals,No,Yes,None,,,,,,,,,,,,,,,,,,,13.82,6.48,1.76,4.09,0.74,0.14,bladelet,Yes,Yes,Main
4/7/2023,O14,CL,CL3,Muisgat,32,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,No,None,,,,,,,,,,,,,,,,,,,12.96,6.89,3.09,3.84,2.12,0.21,,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,33,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Bipolar,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,16.26,7.48,5.48,8.18,4.71,0.44,,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,34,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Feather,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,9.98,7.87,3.56,6.21,4.48,0.38,,No,,Main
4/7/2023,O14,CL,CL3,Muisgat,35,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.11,3.43,1.98,3.21,1.91,0.08,bladelet,Yes,Yes,Main
5/7/2023,O14,CL,CL3,AF5 U,42,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,LeftLateral,Cobble,3,Wedging,Axial,ResidualFacetWithoutBulb,None,No,Yes,None,,,,,,,,,,,,,,,,,,,14.31,8.02,4.99,3.83,3.34,0.64,,No,,Main
5/7/2023,O14,CL,CL3,AF5 U,45,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Splintered,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,20.31,3.84,4.34,2.1,4.03,0.49,,No,,Main
5/7/2023,O14,CL,CL3,AF5 U,46,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,YesPartial,,Cobble,3,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.61,7.04,2.51,3.19,2.56,0.2,,No,,Main
5/7/2023,O14,CL,CL3,AF5 U,47,Chalcedony,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Crushed,NotPrepared,LongFeatherRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,10.42,7.18,6.47,6.73,3.7,0.58,,No,,Main
5/7/2023,O14,CL,CL3,AF5 U,48,Chalcedony,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Crushed,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,9.44,6.62,1.98,5.1,1.29,0.12,,No,,Main
5/7/2023,O14,CL,CL3,AF5 U,50,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,8.01,5.78,2.21,4.57,3.02,0.09,,No,,Main
5/7/2023,O14,CL,CL3,AF5 U,51,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,8.82,4.26,2.55,3.02,2.33,0.08,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,52,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,4,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,22.54,20.65,7.21,13.29,7.7,3.19,,Yes,,Main
5/7/2023,O14,CL,CL3,Mousehole,54,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,13.57,6.41,3.81,2.62,1.65,0.25,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,55,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.15,9.86,4.24,10.31,5.19,0.63,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,59,CoarseChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Bending,Hinge,NotPrepared,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,21.49,7.7,4.55,7.8,4.49,0.7,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,60,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.61,7.61,1.67,7.79,2.59,0.21,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,61,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Crushed,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,9.77,7.02,3.01,4.43,2.31,0.21,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,62,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.27,6.6,3.64,4.01,1.59,0.25,,No,,Main
5/7/2023,O14,CL,CL3,Mousehole,63,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Crushed,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,9.28,5.75,2.76,3.32,1.86,0.16,,No,,Main
5/7/2023,O14,CL,CL3,BP,68,FineChert,,CompFlake,No,,Complete,,No,B1,0%,YesComplete,,Outcrop,3,Bending,Feather,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,15.7,12.91,5.2,11.9,7.72,1.12,,No,,Main
5/7/2023,O14,CL,CL3,BP,69,Quartzite,,CompFlake,Yes,,Complete,,Yes,B1,0%,YesComplete,,Cobble,4,Wedging,Crushed,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,42.67,34.62,12.94,28.61,18.46,25.76,heat treatment is more of a sign of post depositional burning (but not necessarily to alter stone properties),Yes,,Main
5/7/2023,O14,CL,CL3,BP,70,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,Cobble,2,Wedging,Feather,NotPrepared,None,Yes,No,None,,,,,,,,,,,,,,,,,,,10.18,7.42,2.23,5.49,1.59,0.17,,No,,Main
5/7/2023,O14,CL,CL3,BP,71,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Bending,Step,NotPrepared,LongFeatherRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,9.43,8.05,1.37,3.42,1.34,0.11,,No,,Main
5/7/2023,O14,CL,CL3,BP,72,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,8.61,8.66,1.86,7.44,1.6,0.18,,No,,Main
5/7/2023,O14,CL,CL3,AF21,73,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,16.44,11.17,7.71,10,4.95,1.98,,Yes,,Main
5/7/2023,O14,CL,CL3,AF21,74,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,4,Wedging,Feather,NotPrepared,HingedRemovals,No,No,,,,,,,,,,,,,,,,,,,,12.73,16.75,8.29,15.11,7.07,1.94,,No,,Main
5/7/2023,O14,CL,CL3,AF21,77,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Cobble,3,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,67.28,32.15,14.01,7.05,7.36,28.88,,Yes,,Main
5/7/2023,O14,CL,CL3,AF21,79,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Crushed,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,20.38,7.44,7.25,3.05,4.33,1.13,,No,,Main
5/7/2023,O14,CL,CL3,AF21,82,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Bending,Feather,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,21.06,10.89,4.5,5.67,1.73,1.39,,No,,Main
5/7/2023,O14,CL,CL3,BH,86,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,2,Wedging,Splintered,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,11.18,6.85,4.31,5.61,4.41,0.38,,No,,Main
5/7/2023,O14,CL,CL3,BH,87,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,10.99,4.79,1.56,3.91,1.12,0.1,bladelet,Yes,Yes,Main
5/7/2023,O14,CL,CL3,BH,88,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Bending,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,7.95,10.23,2.67,8.93,2.61,0.27,,No,,Main
5/7/2023,O14,CL,CL3,BH,89,FineChert,,CompFlake,No,,Complete,,No,B1,0%,No,,,0,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,9.23,7.01,1.52,4.33,1.43,0.09,,No,,Main
5/7/2023,O14,CL,CL3,BH,90,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,4,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,11.04,6.1,3.1,4.16,3.49,0.35,,No,,Main
5/7/2023,O14,CL,CL3,BH,91,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,LongFeatherRemovals,No,No,,,,,,,,,,,,,,,,,,,,7.28,8.94,2.42,6.91,3.08,0.18,,No,,Main
5/7/2023,O14,CL,CL3,BH,92,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,11.17,4.65,2.34,3.63,1.78,0.11,bladelet,Yes,Yes,Main
5/7/2023,O14,CL,CL3,BH,93,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,7.93,8.96,2.45,6.88,2.77,0.16,,No,,Main
5/7/2023,O14,CL,CL3,BH,94,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,10.18,6.96,2.6,6.43,1.73,0.18,,No,,Main
5/7/2023,O14,CL,CL3,BH,95,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Bending,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,7.22,6.84,3.27,4.45,1.69,0.2,,No,,Main
5/7/2023,O14,CL,CL3,BH,96,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,9.57,3.39,3.85,3.2,1.87,0.13,,No,,Main
5/7/2023,O14,CL,CL3,BH,97,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,11.03,4.83,2.38,3.15,2.57,0.12,bladelet,Yes,Yes,Main
6/7/2023,O14,CL,CL3,BG,100,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Step,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,27.3,21.11,9.06,21.59,8.59,7.35,,Yes,,Main
6/7/2023,O14,CL,CL3,BG,102,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Hertzian,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,15.43,16.42,6.87,17.19,7.41,1.91,,No,,Main
6/7/2023,O14,CL,CL3,BG,104,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Outcrop,2,Wedging,Axial,ResidualFacetWithoutBulb,None,No,No,,,,,,,,,,,,,,,,,,,,15.73,7.28,3.2,3.15,4.73,0.52,,No,,Main
6/7/2023,O14,CL,CL3,BG,106,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Hinge,ResidualFacetWithoutBulb,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,15.4,9.2,5.65,11.57,6.58,1.17,thick bladelet,Yes,Yes,Main
6/7/2023,O14,CL,CL3,BG,107,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Bending,Bipolar,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,12.3,8.49,6.68,8.92,6.72,0.82,,No,,Main
6/7/2023,O14,CL,CL3,BG,108,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Feather,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,16.34,9.82,3.79,3.24,2.71,0.78,,No,,Main
6/7/2023,O14,CL,CL3,BG,111,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,2,Wedging,Axial,NotPrepared,LongFeatherRemovals,No,Yes,None,,,,,,,,,,,,,,,,,,,18.27,5.83,4.29,3,3.01,0.54,stone internally mottled with black. coated with calcium carbonate,No,,Main
6/7/2023,O14,CL,CL3,BG,116,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,1,Hertzian,Feather,NotPrepared,None,Yes,No,,,,,,,,,,,,,,,,,,,,7.67,4.87,1.55,4.84,1.57,0.01,,No,,Main
6/7/2023,O14,CL,CL3,BG,118,Silcrete,,CompFlake,Yes,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,Yes,None,,,,,,,,,,,,,,,,,,,11.26,4.95,1.82,4.48,1.46,0.11,bladelet,Yes,Yes,Main
6/7/2023,O14,CL,CL3,AF9,120,CrystalQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,2,Hertzian,Feather,NotPrepared,None,No,Yes,None,,,,,,,,,,,,,,,,,,,10.84,5.99,2.04,4.54,1.55,0.14,,No,,Main
6/7/2023,O14,CL,CL3,AF9,121,VeinQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,1,Wedging,Axial,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,6.34,10.41,4.15,8.7,3.36,0.32,,No,,Main
6/7/2023,O14,CL,CL3,AF9,122,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,0,Hertzian,Feather,NotPrepared,None,No,No,,,,,,,,,,,,,,,,,,,,8.99,7.7,2.28,8.41,2.3,0.19,,No,,Main
6/7/2023,O14,CL,CL3,M.ASH,123,Quartzite,,CompFlake,No,,Complete,,No,B1,0%,No,,,4,Bending,Feather,NotPrepared,LongFeatherRemovals,No,Yes,None,,,,,,,,,,,,,,,,,,,52.04,20.27,6.98,12.92,5.17,9.04,blade,Yes,,Main
6/7/2023,O14,CL,CL3,M.ASH,124,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesComplete,,Cobble,4,Wedging,Feather,NotPrepared,LongFeatherRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,29.85,17.24,14.9,18.37,16.27,8.28,,Yes,,Main
6/7/2023,O14,CL,CL3,M.ASH,125,Quartzite,,CompFlake,No,,Complete,,Yes,B1,0%,YesPartial,,Cobble,2,Wedging,Step,NotPrepared,None,Yes,Yes,None,,,,,,,,,,,,,,,,,,,30.31,13.01,7.89,18.14,10.99,5.63,,Yes,,Main
6/7/2023,O14,CL,CL3,M.ASH,131,VeinQuartz,,CompFlake,No,,Complete,,No,B1,0%,No,,,3,Hertzian,Feather,NotPrepared,HingedRemovals,Yes,No,,,,,,,,,,,,,,,,,,,,13.99,18.28,4.93,7.46,3.37,1.49,,Yes,,Main
6/7/2023,O14,CL,CL3,M.ASH,132,CrystalQuartz,,CompFlake,No,,Complete,,Yes,B1,0%,No,,,3,Wedging,Axial,ResidualFacetWithoutBulb,LongFeatherRemovals,No,No,,,,,,,,,,,,,,,,,,,,19.66,8.47,8.33,7.43,5.44,1.68,,No,,Main
