"DateOfDataEntry","Square","Member","SubMember","ToolNumber","RawMaterial","OtherRaw.MaterialID","CoreTypology","OverallCortexArea","CortexType","CoreArtifactClass","EvidenceBipolar","NumberCoreFaces","WhichIsPlatform","CoreBlankSphericity","IntendedProduct","CoreSubTypology","ConardUnifiedType","BipolarChronology","DegreeOfKnappingAlongCircumference","OverallScarCount","LengthLongestFlakeScar","MaxLength","MaxWidth","MaxThickness","Mass","OtherNotes","Photograph","FeatureName","surface_area_cores_2","SDI_2"
"12.11.15","P14","CL","CL3",295,"CrystalQuartz","","Core>2flakescars","41-60%","","CoreFrag","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","90-180",4,NA,7.77,4.22,2.66,0.09,"chilled","No","BBG",129.3656,0.0309201209595132
"12.11.15","P14","CL","CL3",296,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",3,NA,8.67,6.12,3.56,0.15,"","No","BBG",211.4256,0.0141893886076237
"12.11.15","P14","CL","CL3",297,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","90-180",5,NA,8.21,3.51,2.49,0.07,"chilled","No","BBG",115.9998,0.0431035225922803
"12.11.15","P14","CL","CL3",298,"Chalcedony","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","90-180",5,NA,6.95,3.11,2.47,0.06,"chilled","Yes","BBG",92.9254,0.0538066018548212
"12.11.15","P14","CL","CL3",299,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",3,NA,7.38,3.37,1.78,0.06,"beautiful eg of crystal rice grain","Yes","BBG",88.0112,0.03408657080008
"12.11.15","P14","CL","CL3",302,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",7,NA,14.15,5.45,3.23,0.31,"","No","BBG",280.851,0.0249242480888443
"12.10.15","P14","CL","CL3",236,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",0,NA,7,7.31,2.44,0.13,"","No","MA",172.1728,0
"12.10.15","P14","CL","CL3",237,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,8.42,6.37,4.65,0.2,"","No","MA",244.8178,0.0245080218840297
"12.10.15","P14","CL","CL3",213,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",6,NA,8.96,5.47,3.32,0.18,"","No","BG",193.8376,0.0309537468478768
"12.10.15","P14","CL","CL3",214,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,10.18,5.16,2.55,0.15,"","No","BG",183.2916,0.0218231495605909
"12.10.15","P14","CL","CL3",215,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,10.1,4.86,3.47,0.15,"","No","BG",201.9944,0.0198025291790267
"12.10.15","P14","CL","CL3",216,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,9.37,4.96,2.47,0.09,"","No","BG",163.7406,0.0366433248687253
"12.10.15","P14","CL","CL3",217,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",7,NA,9.82,8.27,5.34,0.35,"","Yes","BG",355.624,0.0196837108856545
"12.10.15","P14","CL","CL3",218,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,8.27,5.41,4.39,0.17,"","No","BG",209.5918,0.0238558951256681
"12.10.15","P14","CL","CL3",220,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",0,NA,7.25,3.32,2.24,0.05,"perfect rice grain","Yes","BG",95.4936,0
"12.10.15","P14","CL","CL3",221,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","Radialcore","","indeterminate","270-360",4,NA,6.03,6.61,1.94,0.08,"seems like radial flaking oin one side and bp on the other","Yes","BG",128.7598,0.0310655965604171
"12.10.15","P14","CL","CL3",222,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",7,NA,8.19,7.32,3.01,0.17,"","No","BG",213.2718,0.0328219670861314
"12.10.15","P14","CL","CL3",223,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",5,NA,9.35,5.25,3.74,0.18,"","No","BG",207.383,0.0241099800851565
"12.10.15","P14","CL","CL3",224,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,9.71,2.56,3.02,0.07,"","No","BG",123.826,0.0403792418393552
"12.10.15","P14","CL","CL3",225,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",4,NA,9.82,6.46,3.22,0.25,"","No","BG",231.7176,0.0172623918079593
"12.10.15","P14","CL","CL3",226,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,6.79,3.52,2.03,0.06,"","No","BG",89.6602,0.0446128828621841
"12.10.15","P14","CL","CL3",227,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,8.29,3.03,3.22,0.09,"","No","BG",123.1382,0.0324838271145753
"12.10.15","P14","CL","CL3",228,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,4.3,4.49,3.12,0.06,"good eg of fractured distal rice grain tip","Yes","BG",93.4636,0.0427974099007528
"12.11.15","P14","CL","CL3",300,"Chalcedony","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",9,NA,10.8,9.03,2.8,0.32,"","Yes","BG",306.096,0.0294025403794888
"12.10.15","P14","CL","CL3",569,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Freehand","3","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,12.54,8.53,5.43,0.75,"evidence for some kind of holding device at base (hollowed out concavity)","Yes","BG2",442.7526,NA
"12.10.15","P14","CL","CL3",570,"CrystalQuartz","","Core>2flakescars","1-9%","Outcrop","CompCore","Freehand","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,9.77,9.2,2.95,0.38,"","Yes","BG2",291.691,NA
"12.10.15","P14","CL","CL3",238,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,8.05,4.95,3.47,0.15,"","No","BG2",169.915,0.0235411823558838
"12.10.15","P14","CL","CL3",239,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",8,NA,5.79,5.44,2.59,0.08,"","No","BG2",121.1666,0.0660247956119921
"12.10.15","P14","CL","CL3",240,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","270-360",4,NA,8.53,5.04,3.8,0.17,"","No","BG2",189.1144,0.021151218521699
"12.10.15","P14","CL","CL3",241,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","Irregularcore","","NoFH","270-360",5,NA,11.07,6.88,6.09,0.45,"","No","BG2",370.9542,0.0134787529026494
"12.10.15","P14","CL","CL3",242,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,8.27,4.48,3.24,0.15,"","No","BG2",156.7192,0.0319041955293289
"12.10.15","P14","CL","CL3",243,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,6.88,7.29,2.5,0.17,"","No","BG2",171.1604,0.0233698916338125
"12.10.15","P14","CL","CL3",244,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",7,NA,7.05,6.82,1.72,0.08,"","No","BG2",143.8748,0.0486534125503563
"12.10.15","P14","CL","CL3",245,"CrystalQuartz","","Core>2flakescars","1-9%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.28,4.26,2.54,0.11,"chilled","No","BG2",120.6488,0.0331540802726592
"12.10.15","P14","CL","CL3",246,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",4,NA,7.18,4.85,4.14,0.15,"","No","BG2",169.2544,0.0236330636013008
"12.10.15","P14","CL","CL3",247,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,6.11,5.76,3.04,0.12,"","No","BG2",142.5568,0.0420884868347213
"12.10.15","P14","CL","CL3",248,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","90-180",6,NA,7.27,3.56,2.92,0.09,"","No","BG2",115.0096,0.0521695580195045
"12.11.15","P14","CL","CL3",303,"CrystalQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",7,NA,7.6,7.72,2.34,0.19,"","No","BG2",189.0416,0.0370288867635483
"12.10.15","P14","CL","CL3",573,"CrystalQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,15.14,7.53,5.03,0.68,"","Yes","BP",456.0686,NA
"12.10.15","P14","CL","CL3",574,"Chalcedony","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","2","None","Flake","BladeBladelet","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,22.56,8.97,5.53,1.03,"","Yes","BP",753.4482,NA
"12.10.15","P14","CL","CL3",229,"FineChert","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,11.69,6.23,3.3,0.27,"","Yes","BP",263.9294,0.018944460147297
"12.10.15","P14","CL","CL3",230,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","RiceGrainCore","","NoFH","90-180",5,NA,7.76,3.68,2.17,0.07,"chilled","No","BP",106.7632,0.0468326164820837
"12.10.15","P14","CL","CL3",231,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","90-180",4,NA,7.24,7.34,2.46,0.17,"chilled","No","BP",178.0168,0.0224697893681945
"12.10.15","P14","CL","CL3",232,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",4,NA,6.12,4.9,2.81,0.09,"","No","BP",121.9084,0.0328115207811767
"12.10.15","P14","CL","CL3",233,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,8.19,5.19,2.46,0.11,"","No","BP",150.8418,0.0397767727513196
"12.10.15","P14","CL","CL3",234,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",8,NA,5.31,4.62,2.54,0.05,"","Yes","BP",99.5088,0.08039489974756
"12.10.15","P14","CL","CL3",581,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","Indeterminate","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,19.48,8.73,6.52,0.94,"","No","MA",707.9792,NA
"12.10.15","P14","CL","CL3",582,"VeinQuartz","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","Indeterminate","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,16.5,6.43,5.71,0.47,"","No","MA",474.0506,NA
"12.10.15","P14","CL","CL3",583,"VeinQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","3","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,15.69,7.27,3.69,0.47,"","No","MA",397.5774,NA
"12.10.15","P14","CL","CL3",584,"VeinQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","2","None","SphericalOrCubic","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,18.66,7.93,5.78,0.64,"","No","MA",603.328,NA
"12.10.15","P14","CL","CL3",585,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","2","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,14.68,12.03,5.75,0.67,"","Yes","MA",660.3658,NA
"12.10.15","P14","CL","CL3",586,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,13.66,6.07,4.77,0.4,"","Yes","MA",354.0566,NA
"12.10.15","P14","CL","CL3",587,"CrystalQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Bipolar","2","None","SphericalOrCubic","Flake","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,16.24,9.63,6.22,0.92,"","No","MA",634.6052,NA
"12.10.15","P14","CL","CL3",588,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","3","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,15.53,5.16,3.47,0.23,"","No","MA",303.8582,NA
"12.10.15","P14","CL","CL3",589,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","2","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","270-360",NA,NA,13.82,4.43,4.64,0.33,"chilled","No","MA",291.8052,NA
"12.10.15","P14","CL","CL3",590,"VeinQuartz","","Core>2flakescars","1-9%","Outcrop","CompCore","Bipolar","4","Four","SphericalOrCubic","BladeBladelet","Irregularcore","Platform","","270-360",NA,NA,8.81,7.9,8.62,0.54,"tiny fh platform core","Yes","MA",427.2784,NA
"12.11.15","P14","CL","CL3",602,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","3","None","NotSphericalFlat","BladeBladelet","FlatBladeletCore","Bipolar","NoFH","270-360",NA,NA,13.6,11.86,5.89,1.35,"","Yes","MA",622.5108,NA
"12.10.15","P14","CL","CL3",273,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",4,NA,8.42,7.08,2.85,0.25,"","No","MA",207.5772,0.0192699390877225
"12.10.15","P14","CL","CL3",274,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,9.02,4.01,2.42,0.11,"","No","MA",135.4056,0.0369260946371494
"12.10.15","P14","CL","CL3",275,"CrystalQuartz","","Core>2flakescars","41-60%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","180-270",6,NA,9.81,5.25,2.98,0.16,"","No","MA",192.7626,0.0311263699493574
"12.10.15","P14","CL","CL3",276,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,9.14,5.2,3.57,0.18,"","Yes","MA",197.4436,0.0253236873719888
"12.10.15","P14","CL","CL3",277,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,10.89,7.13,3.99,0.36,"","Yes","MA",299.091,0.0200607841760534
"12.10.15","P14","CL","CL3",278,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",6,NA,6.7,5.27,2.51,0.09,"","No","MA",130.7074,0.0459040574596389
"12.10.15","P14","CL","CL3",279,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",4,NA,6.19,4.49,2.38,0.07,"","No","MA",106.423,0.037585860199393
"12.10.15","P14","CL","CL3",280,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,8.44,3.63,4.36,0.13,"","No","MA",166.5248,0.036030669305713
"12.10.15","P14","CL","CL3",281,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",6,NA,9.39,10.39,1.85,0.22,"","Yes","MA",268.3102,0.0223621763168154
"12.10.15","P14","CL","CL3",282,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","180-270",7,NA,10.82,8.05,3.06,0.26,"","No","MA",289.6864,0.0241640615506976
"12.10.15","P14","CL","CL3",283,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,7.68,4.78,3.02,0.1,"","No","MA",148.6792,0.0336294518668381
"12.10.15","P14","CL","CL3",284,"CrystalQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",6,NA,9.28,4.3,4.39,0.25,"","Yes","MA",199.0404,0.0301446339537099
"12.10.15","P14","CL","CL3",285,"VeinQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","270-360",5,NA,7.94,3.57,2.02,0.07,"","No","MA",103.192,0.0484533684781766
"12.10.15","P14","CL","CL3",286,"VeinQuartz","","Core>2flakescars","1-9%","","CompCore","Bipolar","","","SphericalOrCubic","","CoreReducedPiece","","NoFH","270-360",4,NA,9.07,7.61,5.11,0.28,"","No","MA",308.515,0.0129653339383823
"12.09.15","P14","CL","CL3",560,"VeinQuartz","","Core>2flakescars","11-40%","Outcrop","CompCore","Inde","Indeterminate","None","SphericalOrCubic","Flake","CoreReducedPiece","Bipolar","NoFH","180-270",NA,NA,17.39,11.27,9.76,1.76,"","No","YA",951.4138,NA
"12.09.15","P14","CL","CL3",561,"VeinQuartz","","Core>2flakescars","0%","","CoreFrag","Inde","1","None","SphericalOrCubic","BladeBladelet","RiceGrainCore","Bipolar","NoFH","90-180",NA,NA,16.75,7.37,6.68,0.83,"chilled","No","YA",569.1382,NA
"12.09.15","P14","CL","CL3",210,"CrystalQuartz","","Core>2flakescars","0%","","CoreFrag","Bipolar","","","SphericalOrCubic","","RiceGrainCore","","NoFH","180-270",5,NA,5.65,5.18,3.41,0.15,"","No","YA",132.3946,0.0377658907538525
"12.09.15","P14","CL","CL3",211,"VeinQuartz","","Core>2flakescars","11-40%","","CompCore","Bipolar","","","NotSphericalFlat","","CoreReducedPiece","","NoFH","270-360",5,NA,6.61,7.36,2.62,0.14,"","No","YA",170.502,0.0293251692062263
"12.09.15","P14","CL","CL3",212,"CrystalQuartz","","Core>2flakescars","0%","","CompCore","Bipolar","","","NotSphericalFlat","","FlatBladeletCore","","NoFH","270-360",5,NA,6.65,5.93,2.15,0.09,"","No","YA",132.963,0.0376044463497364
